"871";"D1";"11";"1";"Eustis-Farnam";"52";"1";"52";"88.40";" ";"1";"78.69";"167.09"
"872";"D1";"11";"1";"Maxwell";"13";"2";"26";"44.20";" ";"2";"157.37";"201.57"
"873";"D1";"11";"1";"Medicine Valley";"45";"1";"45";"76.50";" ";"2";"157.37";"233.87"
"874";"D1";"11";"1";"Stapleton";"36";"1";"36";"61.20";" ";"1";"78.69";"139.89"
"879";"C1";"12";"1";"Mitchell";"65";"1";"65";"110.50";"13.54";"1";"0.00";"13.54"
"880";"D1";"7";"1";"Winside";"33";"2";"66";"112.20";" ";"2";"9.62";"121.82"
"881";"D1";"7";"1";"Newman Grove";"26";"2";"52";"88.40";" ";"2";"9.62";"98.02"
"882";"D1";"7";"1";"Clearwater";"38";"1";"38";"64.60";" ";"2";"9.62";"74.22"
"883";"D1";"7";"1";"Neligh-Oakdale";"28";"1";"28";"47.60";" ";"1";"4.81";"52.41"
"884";"D1";"7";"1";"Elkhorn Valley";"17";"1";"17";"28.90";" ";"1";"4.81";"33.71"
"898";"C2";"6";"1";"Hartington Cedar Catholic";"89";"2";"178";"302.60";"282.96";"3";"0.00";"282.96"
"897";"C2";"6";"1";"Creighton";"40";"1";"40";"68.00";"63.59";"1";"0.00";"63.59"
"896";"C2";"6";"1";"West Holt";"18";"2";"36";"61.20";"57.23";"2";"0.00";"57.23"
"895";"C2";"6";"1";"Laurel-Concord";"79";"1";"79";"134.30";"125.58";"1";"0.00";"125.58"
"890";"C1";"3";"1";"Auburn";"50";"1";"50";"85.00";" ";"2";"70.72";"155.72"
"891";"C1";"3";"1";"Falls City";"88";"1";"88";"149.60";" ";"1";"35.36";"184.96"
"892";"C1";"3";"1";"Humboldt-Table Rock-Steinauer";"63";"1";"63";"107.10";" ";"1";"35.36";"142.46"
"893";"C1";"3";"1";"Lincoln Christian";"25";"2";"50";"85.00";" ";"2";"70.72";"155.72"
"894";"C1";"3";"1";"Syracuse";"37";"2";"74";"125.80";" ";"2";"70.72";"196.52"
"899";"C2";"6";"1";"Plainview";"45";"1";"45";"76.50";"71.54";"1";"0.00";"71.54"
"900";"D1";"4";"1";"Harvard";"45";"1";"45";"76.50";" ";"2";"80.91";"157.41"
"901";"D1";"4";"1";"Kenesaw";"40";"1";"40";"68.00";" ";"1";"40.45";"108.45"
"902";"D1";"4";"1";"Nebraska Christian";"35";"1";"35";"59.50";" ";"1";"40.45";"99.95"
"903";"D1";"4";"1";"Palmer";"35";"2";"70";"119.00";" ";"2";"80.91";"199.91"
"904";"D1";"4";"1";"Silver Lake";"40";"2";"80";"136.00";" ";"2";"80.91";"216.91"
"905";"D1";"5";"1";"Clarkson";"35";"1";"35";"59.50";" ";"1";"2.95";"62.45"
"906";"D1";"5";"1";"Howells";"29";"2";"58";"98.60";" ";"2";"5.90";"104.50"
"907";"D1";"5";"1";"Humphrey";"60";"1";"60";"102.00";" ";"1";"2.95";"104.95"
"908";"D1";"5";"1";"Humphrey St. Francis";"60";"2";"120";"204.00";" ";"2";"5.90";"209.90"
"909";"D1";"5";"1";"Scribner-Snyder";"24";"1";"24";"40.80";" ";"2";"5.90";"46.70"
"910";"D1";"10";"1";"Amherst";"67";"1";"67";"113.90";"94.21";"1";"0.00";"94.21"
"911";"D1";"10";"1";"Bertrand";"38";"2";"76";"129.20";"106.86";"3";"0.00";"106.86"
"912";"D1";"10";"1";"Elwood";"44";"1";"44";"74.80";"61.87";"2";"0.00";"61.87"
"913";"D1";"10";"1";"Franklin";"40";"1";"40";"68.00";"56.24";"1";"0.00";"56.24"
"914";"D1";"10";"1";"Overton";"52";"1";"52";"88.40";"73.12";"1";"0.00";"73.12"
"915";"D1";"10";"1";"Wilcox-Hildreth";"41";"2";"82";"139.40";"115.30";"2";"0.00";"115.30"
"916";"D2";"5";"1";"Verdigre";"81";"1";"81";"137.70";"134.41";"1";"0.00";"134.41"
"917";"D2";"5";"1";"Niobrara";"90";"1";"90";"153.00";"149.34";"1";"0.00";"149.34"
